Estacion;Fecha inicial;PM2.5
ZIPAQUIRA - URBANO;2024-02-19 06:59;28.32
ZIPAQUIRA - URBANO;2024-02-19 05:59;19.78
ZIPAQUIRA - URBANO;2024-02-19 04:59;17.28
ZIPAQUIRA - URBANO;2024-02-19 03:59;11.28
ZIPAQUIRA - URBANO;2024-02-19 02:59;9.25
ZIPAQUIRA - URBANO;2024-02-19 01:59;8.61
ZIPAQUIRA - URBANO;2024-02-19 00:59;6.98
ZIPAQUIRA - URBANO;2024-02-18 23:59;6.5
ZIPAQUIRA - URBANO;2024-02-18 22:59;7.69
ZIPAQUIRA - URBANO;2024-02-18 21:59;7.01
ZIPAQUIRA - URBANO;2024-02-18 20:59;7.44
ZIPAQUIRA - URBANO;2024-02-18 19:59;6.95
ZIPAQUIRA - URBANO;2024-02-18 18:59;6.15
ZIPAQUIRA - URBANO;2024-02-18 17:59;5.81
ZIPAQUIRA - URBANO;2024-02-18 16:59;5.04
ZIPAQUIRA - URBANO;2024-02-18 15:59;4.26
ZIPAQUIRA - URBANO;2024-02-18 14:59;4.12
ZIPAQUIRA - URBANO;2024-02-18 13:59;4.23
ZIPAQUIRA - URBANO;2024-02-18 12:59;4.41
ZIPAQUIRA - URBANO;2024-02-18 11:59;4.22
ZIPAQUIRA - URBANO;2024-02-18 10:59;4.2
ZIPAQUIRA - URBANO;2024-02-18 09:59;5.82
ZIPAQUIRA - URBANO;2024-02-18 08:59;12.84
ZIPAQUIRA - URBANO;2024-02-18 07:59;14.24
ZIPAQUIRA - URBANO;2024-02-18 06:59;15.08
ZIPAQUIRA - URBANO;2024-02-18 05:59;14.09
ZIPAQUIRA - URBANO;2024-02-18 04:59;12.01
ZIPAQUIRA - URBANO;2024-02-18 03:59;10.6
ZIPAQUIRA - URBANO;2024-02-18 02:59;10.13
ZIPAQUIRA - URBANO;2024-02-18 01:59;5.81
ZIPAQUIRA - URBANO;2024-02-18 00:59;4.45
ZIPAQUIRA - URBANO;2024-02-17 23:59;5.89
ZIPAQUIRA - URBANO;2024-02-17 22:59;7.69
ZIPAQUIRA - URBANO;2024-02-17 21:59;4.17
ZIPAQUIRA - URBANO;2024-02-17 20:59;6.5
ZIPAQUIRA - URBANO;2024-02-17 19:59;8.45
ZIPAQUIRA - URBANO;2024-02-17 18:59;6.51
ZIPAQUIRA - URBANO;2024-02-17 17:59;5.66
ZIPAQUIRA - URBANO;2024-02-17 16:59;4.33
ZIPAQUIRA - URBANO;2024-02-17 15:59;5.54
ZIPAQUIRA - URBANO;2024-02-17 14:59;6.53
ZIPAQUIRA - URBANO;2024-02-17 13:59;5.4
ZIPAQUIRA - URBANO;2024-02-17 12:59;4.28
ZIPAQUIRA - URBANO;2024-02-17 11:59;5.15
ZIPAQUIRA - URBANO;2024-02-17 10:59;5.68
ZIPAQUIRA - URBANO;2024-02-17 09:59;4.65
ZIPAQUIRA - URBANO;2024-02-17 08:59;6.4
ZIPAQUIRA - URBANO;2024-02-17 07:59;6.28
ZIPAQUIRA - URBANO;2024-02-17 06:59;5.93
ZIPAQUIRA - URBANO;2024-02-17 05:59;8.32
ZIPAQUIRA - URBANO;2024-02-17 04:59;4.78
ZIPAQUIRA - URBANO;2024-02-17 03:59;5.34
ZIPAQUIRA - URBANO;2024-02-17 02:59;5.07
ZIPAQUIRA - URBANO;2024-02-17 01:59;3.49
ZIPAQUIRA - URBANO;2024-02-17 00:59;4.7
ZIPAQUIRA - URBANO;2024-02-16 23:59;5.68
ZIPAQUIRA - URBANO;2024-02-16 22:59;3.11
ZIPAQUIRA - URBANO;2024-02-16 21:59;2.73
ZIPAQUIRA - URBANO;2024-02-16 20:59;2.8
ZIPAQUIRA - URBANO;2024-02-16 19:59;3.06
ZIPAQUIRA - URBANO;2024-02-16 18:59;2.38
ZIPAQUIRA - URBANO;2024-02-16 17:59;3.05
ZIPAQUIRA - URBANO;2024-02-16 16:59;2.97
ZIPAQUIRA - URBANO;2024-02-16 15:59;3.39
ZIPAQUIRA - URBANO;2024-02-16 14:59;4.06
ZIPAQUIRA - URBANO;2024-02-16 13:59;3.3
ZIPAQUIRA - URBANO;2024-02-16 11:59;3.69
ZIPAQUIRA - URBANO;2024-02-16 10:59;4.91
ZIPAQUIRA - URBANO;2024-02-16 09:59;6.0
ZIPAQUIRA - URBANO;2024-02-16 08:59;5.3
ZIPAQUIRA - URBANO;2024-02-16 07:59;7.27
ZIPAQUIRA - URBANO;2024-02-16 06:59;9.78
ZIPAQUIRA - URBANO;2024-02-16 05:59;13.39
ZIPAQUIRA - URBANO;2024-02-16 04:59;14.91
ZIPAQUIRA - URBANO;2024-02-16 03:59;12.5
ZIPAQUIRA - URBANO;2024-02-16 02:59;6.75
ZIPAQUIRA - URBANO;2024-02-16 01:59;5.03
ZIPAQUIRA - URBANO;2024-02-16 00:59;4.31
ZIPAQUIRA - URBANO;2024-02-15 23:59;7.64
ZIPAQUIRA - URBANO;2024-02-15 22:59;9.53
ZIPAQUIRA - URBANO;2024-02-15 21:59;8.26
ZIPAQUIRA - URBANO;2024-02-15 20:59;7.99
ZIPAQUIRA - URBANO;2024-02-15 19:59;7.76
ZIPAQUIRA - URBANO;2024-02-15 18:59;7.98
ZIPAQUIRA - URBANO;2024-02-15 17:59;8.21
ZIPAQUIRA - URBANO;2024-02-15 16:59;7.23
ZIPAQUIRA - URBANO;2024-02-15 15:59;5.64
ZIPAQUIRA - URBANO;2024-02-15 14:59;5.01
ZIPAQUIRA - URBANO;2024-02-15 13:59;4.71
ZIPAQUIRA - URBANO;2024-02-15 12:59;4.87
ZIPAQUIRA - URBANO;2024-02-15 11:59;6.85
ZIPAQUIRA - URBANO;2024-02-15 10:59;6.97
ZIPAQUIRA - URBANO;2024-02-15 09:59;6.88
ZIPAQUIRA - URBANO;2024-02-15 08:59;8.27
ZIPAQUIRA - URBANO;2024-02-15 07:59;8.63
ZIPAQUIRA - URBANO;2024-02-15 06:59;12.15
ZIPAQUIRA - URBANO;2024-02-15 05:59;14.84
ZIPAQUIRA - URBANO;2024-02-15 04:59;13.35
ZIPAQUIRA - URBANO;2024-02-15 03:59;13.79
ZIPAQUIRA - URBANO;2024-02-15 02:59;14.06
ZIPAQUIRA - URBANO;2024-02-15 01:59;12.51
ZIPAQUIRA - URBANO;2024-02-15 00:59;11.99
ZIPAQUIRA - URBANO;2024-02-14 23:59;12.07
ZIPAQUIRA - URBANO;2024-02-14 22:59;11.6
ZIPAQUIRA - URBANO;2024-02-14 21:59;14.91
ZIPAQUIRA - URBANO;2024-02-14 20:59;15.99
ZIPAQUIRA - URBANO;2024-02-14 19:59;13.9
ZIPAQUIRA - URBANO;2024-02-14 18:59;9.09
ZIPAQUIRA - URBANO;2024-02-14 17:59;8.68
ZIPAQUIRA - URBANO;2024-02-14 16:59;8.34
ZIPAQUIRA - URBANO;2024-02-14 15:59;8.13
ZIPAQUIRA - URBANO;2024-02-14 14:59;7.33
ZIPAQUIRA - URBANO;2024-02-14 13:59;7.13
ZIPAQUIRA - URBANO;2024-02-14 12:59;5.7
ZIPAQUIRA - URBANO;2024-02-14 11:59;4.98
ZIPAQUIRA - URBANO;2024-02-14 10:59;4.94
ZIPAQUIRA - URBANO;2024-02-14 09:59;3.88
ZIPAQUIRA - URBANO;2024-02-14 08:59;4.71
ZIPAQUIRA - URBANO;2024-02-14 07:59;10.27
ZIPAQUIRA - URBANO;2024-02-14 06:59;13.4
ZIPAQUIRA - URBANO;2024-02-14 05:59;14.28
ZIPAQUIRA - URBANO;2024-02-14 04:59;12.87
ZIPAQUIRA - URBANO;2024-02-14 03:59;16.22
ZIPAQUIRA - URBANO;2024-02-14 02:59;12.58
ZIPAQUIRA - URBANO;2024-02-14 01:59;10.43
ZIPAQUIRA - URBANO;2024-02-14 00:59;11.44
ZIPAQUIRA - URBANO;2024-02-13 23:59;10.91
ZIPAQUIRA - URBANO;2024-02-13 22:59;10.55
ZIPAQUIRA - URBANO;2024-02-13 21:59;10.0
ZIPAQUIRA - URBANO;2024-02-13 20:59;9.27
ZIPAQUIRA - URBANO;2024-02-13 19:59;8.72
ZIPAQUIRA - URBANO;2024-02-13 18:59;8.91
ZIPAQUIRA - URBANO;2024-02-13 17:59;8.69
ZIPAQUIRA - URBANO;2024-02-13 16:59;6.5
ZIPAQUIRA - URBANO;2024-02-13 15:59;5.84
ZIPAQUIRA - URBANO;2024-02-13 14:59;6.02
ZIPAQUIRA - URBANO;2024-02-13 13:59;5.3
ZIPAQUIRA - URBANO;2024-02-13 12:59;4.68
ZIPAQUIRA - URBANO;2024-02-13 11:59;5.71
ZIPAQUIRA - URBANO;2024-02-13 10:59;9.9
ZIPAQUIRA - URBANO;2024-02-13 09:59;13.39
ZIPAQUIRA - URBANO;2024-02-13 08:59;13.86
ZIPAQUIRA - URBANO;2024-02-13 07:59;24.1
ZIPAQUIRA - URBANO;2024-02-13 06:59;26.92
ZIPAQUIRA - URBANO;2024-02-13 05:59;27.02
ZIPAQUIRA - URBANO;2024-02-13 04:59;18.58
ZIPAQUIRA - URBANO;2024-02-13 03:59;18.21
ZIPAQUIRA - URBANO;2024-02-13 02:59;11.75
ZIPAQUIRA - URBANO;2024-02-13 01:59;11.08
ZIPAQUIRA - URBANO;2024-02-13 00:59;9.25
ZIPAQUIRA - URBANO;2024-02-12 23:59;8.71
ZIPAQUIRA - URBANO;2024-02-12 22:59;8.92
ZIPAQUIRA - URBANO;2024-02-12 21:59;8.68
ZIPAQUIRA - URBANO;2024-02-12 20:59;9.17
ZIPAQUIRA - URBANO;2024-02-12 19:59;8.78
ZIPAQUIRA - URBANO;2024-02-12 18:59;8.81
ZIPAQUIRA - URBANO;2024-02-12 17:59;7.27
ZIPAQUIRA - URBANO;2024-02-12 16:59;6.13
ZIPAQUIRA - URBANO;2024-02-12 15:59;3.41
ZIPAQUIRA - URBANO;2024-02-12 14:59;2.77
ZIPAQUIRA - URBANO;2024-02-12 13:59;2.64
ZIPAQUIRA - URBANO;2024-02-12 12:59;3.09
ZIPAQUIRA - URBANO;2024-02-12 11:59;3.24
ZIPAQUIRA - URBANO;2024-02-12 10:59;4.04
ZIPAQUIRA - URBANO;2024-02-12 09:59;4.83
ZIPAQUIRA - URBANO;2024-02-12 08:59;11.17
ZIPAQUIRA - URBANO;2024-02-12 07:59;21.76
ZIPAQUIRA - URBANO;2024-02-12 06:59;20.93
ZIPAQUIRA - URBANO;2024-02-12 05:59;13.69
ZIPAQUIRA - URBANO;2024-02-12 04:59;8.71
ZIPAQUIRA - URBANO;2024-02-12 03:59;7.68
ZIPAQUIRA - URBANO;2024-02-12 02:59;8.49
ZIPAQUIRA - URBANO;2024-02-12 01:59;7.05
ZIPAQUIRA - URBANO;2024-02-12 00:59;6.43
ZIPAQUIRA - URBANO;2024-02-11 23:59;6.36
ZIPAQUIRA - URBANO;2024-02-11 22:59;6.07
ZIPAQUIRA - URBANO;2024-02-11 21:59;5.66
ZIPAQUIRA - URBANO;2024-02-11 20:59;5.61
ZIPAQUIRA - URBANO;2024-02-11 19:59;4.39
ZIPAQUIRA - URBANO;2024-02-11 18:59;4.45
ZIPAQUIRA - URBANO;2024-02-11 17:59;4.48
ZIPAQUIRA - URBANO;2024-02-11 16:59;3.2
ZIPAQUIRA - URBANO;2024-02-11 15:59;2.38
ZIPAQUIRA - URBANO;2024-02-11 14:59;3.36
ZIPAQUIRA - URBANO;2024-02-11 13:59;2.61
ZIPAQUIRA - URBANO;2024-02-11 12:59;2.76
ZIPAQUIRA - URBANO;2024-02-11 11:59;2.47
ZIPAQUIRA - URBANO;2024-02-11 10:59;2.7
ZIPAQUIRA - URBANO;2024-02-11 09:59;3.61
ZIPAQUIRA - URBANO;2024-02-11 08:59;6.52
ZIPAQUIRA - URBANO;2024-02-11 07:59;12.51
ZIPAQUIRA - URBANO;2024-02-11 06:59;11.01
ZIPAQUIRA - URBANO;2024-02-11 05:59;9.7
ZIPAQUIRA - URBANO;2024-02-11 04:59;9.18
ZIPAQUIRA - URBANO;2024-02-11 03:59;8.22
ZIPAQUIRA - URBANO;2024-02-11 02:59;3.34
ZIPAQUIRA - URBANO;2024-02-11 01:59;5.11
ZIPAQUIRA - URBANO;2024-02-11 00:59;5.92
ZIPAQUIRA - URBANO;2024-02-10 23:59;3.83
ZIPAQUIRA - URBANO;2024-02-10 22:59;2.47
ZIPAQUIRA - URBANO;2024-02-10 21:59;4.66
ZIPAQUIRA - URBANO;2024-02-10 20:59;6.35
ZIPAQUIRA - URBANO;2024-02-10 19:59;4.57
ZIPAQUIRA - URBANO;2024-02-10 18:59;4.84
ZIPAQUIRA - URBANO;2024-02-10 17:59;3.93
ZIPAQUIRA - URBANO;2024-02-10 16:59;3.26
ZIPAQUIRA - URBANO;2024-02-10 15:59;3.32
ZIPAQUIRA - URBANO;2024-02-10 14:59;2.92
ZIPAQUIRA - URBANO;2024-02-10 13:59;3.02
ZIPAQUIRA - URBANO;2024-02-10 12:59;3.16
ZIPAQUIRA - URBANO;2024-02-10 11:59;2.98
ZIPAQUIRA - URBANO;2024-02-10 10:59;2.97
ZIPAQUIRA - URBANO;2024-02-10 09:59;3.79
ZIPAQUIRA - URBANO;2024-02-10 08:59;3.63
ZIPAQUIRA - URBANO;2024-02-10 07:59;4.88
ZIPAQUIRA - URBANO;2024-02-10 06:59;8.03
ZIPAQUIRA - URBANO;2024-02-10 05:59;7.14
ZIPAQUIRA - URBANO;2024-02-10 04:59;7.35
ZIPAQUIRA - URBANO;2024-02-10 03:59;7.0
ZIPAQUIRA - URBANO;2024-02-10 02:59;4.28
ZIPAQUIRA - URBANO;2024-02-10 01:59;4.64
ZIPAQUIRA - URBANO;2024-02-10 00:59;4.16
ZIPAQUIRA - URBANO;2024-02-09 23:59;3.59
ZIPAQUIRA - URBANO;2024-02-09 22:59;4.25
ZIPAQUIRA - URBANO;2024-02-09 21:59;3.97
ZIPAQUIRA - URBANO;2024-02-09 20:59;3.88
ZIPAQUIRA - URBANO;2024-02-09 19:59;4.4
ZIPAQUIRA - URBANO;2024-02-09 18:59;4.17
ZIPAQUIRA - URBANO;2024-02-09 17:59;3.45
ZIPAQUIRA - URBANO;2024-02-09 16:59;2.68
ZIPAQUIRA - URBANO;2024-02-09 15:59;2.52
ZIPAQUIRA - URBANO;2024-02-09 14:59;2.86
ZIPAQUIRA - URBANO;2024-02-09 13:59;1.97
ZIPAQUIRA - URBANO;2024-02-09 12:59;3.59
ZIPAQUIRA - URBANO;2024-02-09 11:59;4.0
ZIPAQUIRA - URBANO;2024-02-09 10:59;3.45
ZIPAQUIRA - URBANO;2024-02-09 09:59;3.88
ZIPAQUIRA - URBANO;2024-02-09 08:59;3.13
ZIPAQUIRA - URBANO;2024-02-09 07:59;3.52
ZIPAQUIRA - URBANO;2024-02-09 06:59;3.83
ZIPAQUIRA - URBANO;2024-02-09 05:59;4.29
ZIPAQUIRA - URBANO;2024-02-09 04:59;8.28
ZIPAQUIRA - URBANO;2024-02-09 03:59;9.29
ZIPAQUIRA - URBANO;2024-02-09 02:59;5.54
ZIPAQUIRA - URBANO;2024-02-09 01:59;6.86
ZIPAQUIRA - URBANO;2024-02-09 00:59;7.53
ZIPAQUIRA - URBANO;2024-02-08 23:59;5.75
ZIPAQUIRA - URBANO;2024-02-08 22:59;5.75
ZIPAQUIRA - URBANO;2024-02-08 21:59;10.03
ZIPAQUIRA - URBANO;2024-02-08 20:59;6.04
ZIPAQUIRA - URBANO;2024-02-08 19:59;11.79
ZIPAQUIRA - URBANO;2024-02-08 18:59;9.43
ZIPAQUIRA - URBANO;2024-02-08 17:59;6.46
ZIPAQUIRA - URBANO;2024-02-08 16:59;3.83
ZIPAQUIRA - URBANO;2024-02-08 15:59;4.2
ZIPAQUIRA - URBANO;2024-02-08 14:59;4.69
ZIPAQUIRA - URBANO;2024-02-08 13:59;5.93
ZIPAQUIRA - URBANO;2024-02-08 12:59;5.49
ZIPAQUIRA - URBANO;2024-02-08 11:59;4.79
ZIPAQUIRA - URBANO;2024-02-08 10:59;6.14
ZIPAQUIRA - URBANO;2024-02-08 09:59;5.78
ZIPAQUIRA - URBANO;2024-02-08 08:59;19.53
ZIPAQUIRA - URBANO;2024-02-08 07:59;18.74
ZIPAQUIRA - URBANO;2024-02-08 06:59;22.36
ZIPAQUIRA - URBANO;2024-02-08 05:59;27.86
ZIPAQUIRA - URBANO;2024-02-08 04:59;22.75
ZIPAQUIRA - URBANO;2024-02-08 03:59;10.99
ZIPAQUIRA - URBANO;2024-02-08 02:59;13.82
ZIPAQUIRA - URBANO;2024-02-08 01:59;11.55
ZIPAQUIRA - URBANO;2024-02-08 00:59;5.28
ZIPAQUIRA - URBANO;2024-02-07 23:59;4.4
ZIPAQUIRA - URBANO;2024-02-07 22:59;6.33
ZIPAQUIRA - URBANO;2024-02-07 21:59;6.61
ZIPAQUIRA - URBANO;2024-02-07 20:59;6.91
ZIPAQUIRA - URBANO;2024-02-07 19:59;4.62
ZIPAQUIRA - URBANO;2024-02-07 18:59;7.65
ZIPAQUIRA - URBANO;2024-02-07 17:59;7.04
ZIPAQUIRA - URBANO;2024-02-07 16:59;3.63
ZIPAQUIRA - URBANO;2024-02-07 15:59;2.94
ZIPAQUIRA - URBANO;2024-02-07 14:59;3.09
ZIPAQUIRA - URBANO;2024-02-07 13:59;2.53
ZIPAQUIRA - URBANO;2024-02-07 12:59;3.18
ZIPAQUIRA - URBANO;2024-02-07 11:59;2.69
ZIPAQUIRA - URBANO;2024-02-07 10:59;2.41
ZIPAQUIRA - URBANO;2024-02-07 09:59;3.09
ZIPAQUIRA - URBANO;2024-02-07 08:59;3.45
ZIPAQUIRA - URBANO;2024-02-07 07:59;8.52
ZIPAQUIRA - URBANO;2024-02-07 06:59;9.34
ZIPAQUIRA - URBANO;2024-02-07 05:59;11.18
ZIPAQUIRA - URBANO;2024-02-07 04:59;8.84
ZIPAQUIRA - URBANO;2024-02-07 03:59;13.24
ZIPAQUIRA - URBANO;2024-02-07 02:59;11.79
ZIPAQUIRA - URBANO;2024-02-07 01:59;9.31
ZIPAQUIRA - URBANO;2024-02-07 00:59;9.03
ZIPAQUIRA - URBANO;2024-02-06 23:59;10.82
ZIPAQUIRA - URBANO;2024-02-06 22:59;9.01
ZIPAQUIRA - URBANO;2024-02-06 21:59;9.27
ZIPAQUIRA - URBANO;2024-02-06 20:59;9.0
ZIPAQUIRA - URBANO;2024-02-06 19:59;8.1
ZIPAQUIRA - URBANO;2024-02-06 18:59;5.14
ZIPAQUIRA - URBANO;2024-02-06 17:59;4.13
ZIPAQUIRA - URBANO;2024-02-06 16:59;4.41
ZIPAQUIRA - URBANO;2024-02-06 15:59;2.73
ZIPAQUIRA - URBANO;2024-02-06 14:59;2.36
ZIPAQUIRA - URBANO;2024-02-06 12:59;2.31
ZIPAQUIRA - URBANO;2024-02-06 11:59;4.75
ZIPAQUIRA - URBANO;2024-02-06 10:59;8.44
ZIPAQUIRA - URBANO;2024-02-06 09:59;5.93
ZIPAQUIRA - URBANO;2024-02-06 08:59;3.86
ZIPAQUIRA - URBANO;2024-02-06 07:59;6.11
ZIPAQUIRA - URBANO;2024-02-06 06:59;8.3
ZIPAQUIRA - URBANO;2024-02-06 05:59;6.09
ZIPAQUIRA - URBANO;2024-02-06 04:59;6.68
ZIPAQUIRA - URBANO;2024-02-06 03:59;7.27
ZIPAQUIRA - URBANO;2024-02-06 02:59;7.87
ZIPAQUIRA - URBANO;2024-02-06 01:59;8.2
ZIPAQUIRA - URBANO;2024-02-06 00:59;8.32
ZIPAQUIRA - URBANO;2024-02-05 23:59;5.64
ZIPAQUIRA - URBANO;2024-02-05 22:59;5.94
ZIPAQUIRA - URBANO;2024-02-05 21:59;5.42
ZIPAQUIRA - URBANO;2024-02-05 20:59;4.03
ZIPAQUIRA - URBANO;2024-02-05 19:59;3.09
ZIPAQUIRA - URBANO;2024-02-05 18:59;2.42
ZIPAQUIRA - URBANO;2024-02-05 17:59;1.48
ZIPAQUIRA - URBANO;2024-02-05 16:59;2.69
ZIPAQUIRA - URBANO;2024-02-05 15:59;3.65
ZIPAQUIRA - URBANO;2024-02-05 14:59;4.92
ZIPAQUIRA - URBANO;2024-02-05 13:59;9.14
ZIPAQUIRA - URBANO;2024-02-05 12:59;3.7
ZIPAQUIRA - URBANO;2024-02-05 11:59;4.57
ZIPAQUIRA - URBANO;2024-02-05 10:59;5.94
ZIPAQUIRA - URBANO;2024-02-05 09:59;5.27
ZIPAQUIRA - URBANO;2024-02-05 08:59;7.34
ZIPAQUIRA - URBANO;2024-02-05 07:59;6.21
ZIPAQUIRA - URBANO;2024-02-05 06:59;6.47
ZIPAQUIRA - URBANO;2024-02-05 05:59;4.69
ZIPAQUIRA - URBANO;2024-02-05 04:59;6.07
ZIPAQUIRA - URBANO;2024-02-05 03:59;4.01
ZIPAQUIRA - URBANO;2024-02-05 02:59;3.92
ZIPAQUIRA - URBANO;2024-02-05 01:59;2.43
ZIPAQUIRA - URBANO;2024-02-05 00:59;2.68
ZIPAQUIRA - URBANO;2024-02-04 23:59;4.03
ZIPAQUIRA - URBANO;2024-02-04 22:59;4.94
ZIPAQUIRA - URBANO;2024-02-04 21:59;4.38
ZIPAQUIRA - URBANO;2024-02-04 20:59;4.53
ZIPAQUIRA - URBANO;2024-02-04 19:59;4.05
ZIPAQUIRA - URBANO;2024-02-04 18:59;3.62
ZIPAQUIRA - URBANO;2024-02-04 17:59;3.47
ZIPAQUIRA - URBANO;2024-02-04 16:59;2.58
ZIPAQUIRA - URBANO;2024-02-04 15:59;2.07
ZIPAQUIRA - URBANO;2024-02-04 14:59;2.12
ZIPAQUIRA - URBANO;2024-02-04 13:59;2.34
ZIPAQUIRA - URBANO;2024-02-04 12:59;2.8
ZIPAQUIRA - URBANO;2024-02-04 11:59;2.39
ZIPAQUIRA - URBANO;2024-02-04 10:59;4.11
ZIPAQUIRA - URBANO;2024-02-04 09:59;5.41
ZIPAQUIRA - URBANO;2024-02-04 08:59;7.82
ZIPAQUIRA - URBANO;2024-02-04 07:59;5.91
ZIPAQUIRA - URBANO;2024-02-04 06:59;6.05
ZIPAQUIRA - URBANO;2024-02-04 05:59;5.66
ZIPAQUIRA - URBANO;2024-02-04 04:59;2.52
ZIPAQUIRA - URBANO;2024-02-04 03:59;1.52
ZIPAQUIRA - URBANO;2024-02-04 01:59;5.64
ZIPAQUIRA - URBANO;2024-02-04 00:59;5.86
ZIPAQUIRA - URBANO;2024-02-03 23:59;6.92
ZIPAQUIRA - URBANO;2024-02-03 22:59;7.65
ZIPAQUIRA - URBANO;2024-02-03 21:59;7.91
ZIPAQUIRA - URBANO;2024-02-03 20:59;10.27
ZIPAQUIRA - URBANO;2024-02-03 19:59;8.7
ZIPAQUIRA - URBANO;2024-02-03 18:59;6.77
ZIPAQUIRA - URBANO;2024-02-03 17:59;5.63
ZIPAQUIRA - URBANO;2024-02-03 16:59;5.63
ZIPAQUIRA - URBANO;2024-02-03 15:59;4.77
ZIPAQUIRA - URBANO;2024-02-03 13:59;4.1
ZIPAQUIRA - URBANO;2024-02-03 12:59;4.03
ZIPAQUIRA - URBANO;2024-02-03 11:59;7.22
ZIPAQUIRA - URBANO;2024-02-03 10:59;8.72
ZIPAQUIRA - URBANO;2024-02-03 09:59;9.65
ZIPAQUIRA - URBANO;2024-02-03 08:59;10.9
ZIPAQUIRA - URBANO;2024-02-03 07:59;16.5
ZIPAQUIRA - URBANO;2024-02-03 06:59;17.65
ZIPAQUIRA - URBANO;2024-02-03 05:59;15.04
ZIPAQUIRA - URBANO;2024-02-03 04:59;12.33
ZIPAQUIRA - URBANO;2024-02-03 03:59;13.1
ZIPAQUIRA - URBANO;2024-02-03 02:59;12.09
ZIPAQUIRA - URBANO;2024-02-03 01:59;10.35
ZIPAQUIRA - URBANO;2024-02-03 00:59;8.16
ZIPAQUIRA - URBANO;2024-02-02 23:59;9.37
ZIPAQUIRA - URBANO;2024-02-02 22:59;9.73
ZIPAQUIRA - URBANO;2024-02-02 21:59;10.96
ZIPAQUIRA - URBANO;2024-02-02 20:59;11.95
ZIPAQUIRA - URBANO;2024-02-02 19:59;11.41
ZIPAQUIRA - URBANO;2024-02-02 18:59;12.16
ZIPAQUIRA - URBANO;2024-02-02 17:59;12.58
ZIPAQUIRA - URBANO;2024-02-02 16:59;7.94
ZIPAQUIRA - URBANO;2024-02-02 15:59;4.71
ZIPAQUIRA - URBANO;2024-02-02 14:59;4.4
ZIPAQUIRA - URBANO;2024-02-02 13:59;6.03
ZIPAQUIRA - URBANO;2024-02-02 12:59;5.69
ZIPAQUIRA - URBANO;2024-02-02 11:59;6.3
ZIPAQUIRA - URBANO;2024-02-02 10:59;7.0
ZIPAQUIRA - URBANO;2024-02-02 09:59;7.31
ZIPAQUIRA - URBANO;2024-02-02 08:59;8.97
ZIPAQUIRA - URBANO;2024-02-02 07:59;12.97
ZIPAQUIRA - URBANO;2024-02-02 06:59;19.35
ZIPAQUIRA - URBANO;2024-02-02 05:59;13.78
ZIPAQUIRA - URBANO;2024-02-02 04:59;10.34
ZIPAQUIRA - URBANO;2024-02-02 03:59;10.73
ZIPAQUIRA - URBANO;2024-02-02 02:59;10.05
ZIPAQUIRA - URBANO;2024-02-02 01:59;11.13
ZIPAQUIRA - URBANO;2024-02-02 00:59;9.66
ZIPAQUIRA - URBANO;2024-02-01 23:59;10.68
ZIPAQUIRA - URBANO;2024-02-01 22:59;10.2
ZIPAQUIRA - URBANO;2024-02-01 21:59;10.65
ZIPAQUIRA - URBANO;2024-02-01 20:59;13.37
ZIPAQUIRA - URBANO;2024-02-01 19:59;13.09
ZIPAQUIRA - URBANO;2024-02-01 18:59;14.14
ZIPAQUIRA - URBANO;2024-02-01 17:59;14.45
ZIPAQUIRA - URBANO;2024-02-01 16:59;13.55
ZIPAQUIRA - URBANO;2024-02-01 15:59;11.87
ZIPAQUIRA - URBANO;2024-02-01 14:59;6.71
ZIPAQUIRA - URBANO;2024-02-01 13:59;6.91
ZIPAQUIRA - URBANO;2024-02-01 12:59;6.98
ZIPAQUIRA - URBANO;2024-02-01 11:59;6.25
ZIPAQUIRA - URBANO;2024-02-01 10:59;7.55
ZIPAQUIRA - URBANO;2024-02-01 09:59;9.16
ZIPAQUIRA - URBANO;2024-02-01 08:59;15.2
ZIPAQUIRA - URBANO;2024-02-01 07:59;17.31
ZIPAQUIRA - URBANO;2024-02-01 06:59;16.55
ZIPAQUIRA - URBANO;2024-02-01 05:59;13.78
ZIPAQUIRA - URBANO;2024-02-01 04:59;12.96
ZIPAQUIRA - URBANO;2024-02-01 03:59;8.37
ZIPAQUIRA - URBANO;2024-02-01 02:59;9.04
ZIPAQUIRA - URBANO;2024-02-01 01:59;6.09
ZIPAQUIRA - URBANO;2024-02-01 00:59;8.22
ZIPAQUIRA - URBANO;2024-01-31 23:59;9.12
ZIPAQUIRA - URBANO;2024-01-31 22:59;10.33
ZIPAQUIRA - URBANO;2024-01-31 21:59;9.59
ZIPAQUIRA - URBANO;2024-01-31 20:59;8.9
ZIPAQUIRA - URBANO;2024-01-31 19:59;9.55
ZIPAQUIRA - URBANO;2024-01-31 18:59;14.77
ZIPAQUIRA - URBANO;2024-01-31 17:59;16.26
ZIPAQUIRA - URBANO;2024-01-31 16:59;13.4
ZIPAQUIRA - URBANO;2024-01-31 15:59;9.24
ZIPAQUIRA - URBANO;2024-01-31 14:59;6.82
ZIPAQUIRA - URBANO;2024-01-31 13:59;6.59
ZIPAQUIRA - URBANO;2024-01-31 12:59;6.81
ZIPAQUIRA - URBANO;2024-01-31 11:59;8.01
ZIPAQUIRA - URBANO;2024-01-31 10:59;6.36
ZIPAQUIRA - URBANO;2024-01-31 09:59;12.09
ZIPAQUIRA - URBANO;2024-01-31 08:59;32.63
